[round 1] purged 241 punts
[20:11:37] fleet start: 366 jobs, concurrency 8
[20:14:14] arbitrate-bls: OK in 25s (108300 tok, $0.067) [done 24, failed 0]
[20:14:14] arbitrate-bigcommerce: OK in 58s (181163 tok, $0.154) [done 25, failed 0]
[20:14:28] arbitrate-blockchair: OK in 41s (177104 tok, $0.170) [done 26, failed 0]
[20:14:28] arbitrate-boardgamegeek: OK in 26s (67511 tok, $0.049) [done 27, failed 0]
[20:14:32] arbitrate-bluesky: OK in 35s (107179 tok, $0.087) [done 28, failed 0]
[20:14:43] arbitrate-bored-api: OK in 38s (61919 tok, $0.077) [done 29, failed 0]
[20:14:53] arbitrate-chicago-open-data: OK in 10s (30349 tok, $0.013) [done 30, failed 0]
[20:14:57] arbitrate-brave-search: OK in 43s (123417 tok, $0.116) [done 31, failed 0]
[20:15:09] arbitrate-chess-com: OK in 37s (79614 tok, $0.101) [done 32, failed 0]
[20:15:09] arbitrate-cheapshark: OK in 41s (95236 tok, $0.053) [done 33, failed 0]
[20:15:19] arbitrate-census-bureau: OK in 51s (148848 tok, $0.106) [done 34, failed 0]
[20:15:19] arbitrate-circleci: OK in 27s (107017 tok, $0.085) [done 35, failed 0]
[20:15:27] arbitrate-brewerydb: OK in 73s (182056 tok, $0.126) [done 36, failed 0]
[20:15:34] arbitrate-cdc-wonder: OK in 80s (151564 tok, $0.124) [done 37, failed 0]
[20:15:45] arbitrate-codecov: OK in 26s (30161 tok, $0.012) [done 38, failed 0]
[20:16:07] arbitrate-covalent: OK in 32s (146967 tok, $0.119) [done 39, failed 0]
[20:16:15] arbitrate-crossref: OK in 29s (110652 tok, $0.092) [done 40, failed 0]
[20:16:37] arbitrate-clerk: OK in 87s (370330 tok, $0.213) [done 41, failed 0]
[20:16:41] arbitrate-companies-house: OK in 74s (199361 tok, $0.170) [done 42, failed 0]
[20:17:02] arbitrate-data-gouv-fr: OK in 25s (95354 tok, $0.048) [done 43, failed 0]
[20:17:08] arbitrate-dailymed: OK in 53s (161426 tok, $0.160) [done 44, failed 0]
[20:17:33] arbitrate-datadog: OK in 31s (131626 tok, $0.132) [done 45, failed 0]
[20:17:38] arbitrate-deepgram: OK in 30s (117066 tok, $0.108) [done 46, failed 0]
[20:17:58] arbitrate-coinbase-commerce: parse failure (attempt 1): Expecting ',' delimiter: line 2 column 4096 (char 4127)
[20:17:58] arbitrate-clarifai: OK in 169s (813379 tok, $0.503) [done 47, failed 0]
[20:18:06] arbitrate-carmd: OK in 232s (595647 tok, $0.464) [done 48, failed 0]
[20:18:09] arbitrate-deepl: OK in 36s (114173 tok, $0.101) [done 49, failed 0]
[20:18:09] arbitrate-data-world: OK in 88s (487550 tok, $0.306) [done 50, failed 0]
[20:18:22] arbitrate-discourse: OK in 23s (66227 tok, $0.040) [done 51, failed 0]
[20:18:44] arbitrate-elevenlabs: OK in 22s (113967 tok, $0.098) [done 52, failed 0]
[20:19:19] arbitrate-ensembl: OK in 35s (96967 tok, $0.060) [done 53, failed 0]
[20:19:19] arbitrate-duolingo: OK in 70s (224640 tok, $0.190) [done 54, failed 0]
[20:19:27] arbitrate-cryptocompare: OK in 201s (808839 tok, $0.468) [done 55, failed 0]
[20:19:29] arbitrate-docker-hub: OK in 83s (234968 tok, $0.298) [done 56, failed 0]
[20:19:35] arbitrate-claimbuster: OK in 278s (2131998 tok, $0.909) [done 57, failed 0]
[20:19:35] arbitrate-coinbase-commerce: OK in 96s (168249 tok, $0.156) [done 58, failed 0]
[20:19:49] arbitrate-eodhd: OK in 29s (69748 tok, $0.053) [done 59, failed 0]
[20:19:58] arbitrate-ergast-f1: OK in 39s (103165 tok, $0.064) [done 60, failed 0]
[20:20:07] arbitrate-etherscan: OK in 39s (67331 tok, $0.044) [done 61, failed 0]
[20:20:10] arbitrate-defillama: OK in 153s (416381 tok, $0.242) [done 62, failed 0]
[20:20:10] arbitrate-ebay: OK in 121s (490236 tok, $0.537) [done 63, failed 0]
[20:20:10] arbitrate-eurostat: OK in 36s (63153 tok, $0.035) [done 64, failed 0]
[20:20:21] arbitrate-europeana: OK in 46s (139876 tok, $0.098) [done 65, failed 0]
[20:20:36] arbitrate-fhir-r4-examples: OK in 25s (30308 tok, $0.013) [done 66, failed 0]
[20:20:42] arbitrate-fatsecret: OK in 35s (106720 tok, $0.083) [done 67, failed 0]
[20:20:50] arbitrate-financial-modeling-prep: OK in 39s (138445 tok, $0.110) [done 68, failed 0]
[20:20:56] arbitrate-firecrawl: OK in 46s (69778 tok, $0.056) [done 69, failed 0]
[20:21:03] arbitrate-fred: OK in 28s (156572 tok, $0.101) [done 70, failed 0]
[20:21:14] arbitrate-fireworks-ai: OK in 53s (186560 tok, $0.167) [done 71, failed 0]
[20:21:29] arbitrate-geoapify: OK in 39s (124634 tok, $0.128) [done 72, failed 0]
[20:21:34] arbitrate-geonames: OK in 38s (114397 tok, $0.078) [done 73, failed 0]
[20:21:48] arbitrate-gitlab: OK in 44s (68917 tok, $0.054) [done 74, failed 0]
[20:21:51] arbitrate-exercisedb: OK in 113s (586079 tok, $0.338) [done 75, failed 0]
[20:21:52] arbitrate-gnews: OK in 38s (65292 tok, $0.074) [done 76, failed 0]
[20:22:21] arbitrate-grafana-cloud: OK in 29s (118106 tok, $0.110) [done 77, failed 0]
[20:22:41] arbitrate-google-gemini: OK in 54s (207015 tok, $0.173) [done 78, failed 0]
[20:22:43] arbitrate-event-registry: OK in 175s (1131911 tok, $0.587) [done 79, failed 0]
[20:22:46] arbitrate-eu-data-portal: OK in 197s (407403 tok, $0.240) [done 80, failed 0]
[20:23:02] arbitrate-gdelt: OK in 140s (330992 tok, $0.221) [done 81, failed 0]
[20:23:02] arbitrate-google-maps: OK in 71s (194346 tok, $0.152) [done 82, failed 0]
[20:23:02] arbitrate-google-books: OK in 93s (138275 tok, $0.135) [done 83, failed 0]
[20:23:21] arbitrate-guardian: OK in 35s (30314 tok, $0.013) [done 84, failed 0]
[20:23:21] arbitrate-google-fact-check: OK in 107s (264939 tok, $0.213) [done 85, failed 0]
[20:23:25] arbitrate-greynoise: OK in 44s (150328 tok, $0.161) [done 86, failed 0]
[20:23:31] arbitrate-groq: OK in 47s (190749 tok, $0.141) [done 87, failed 0]
[20:23:43] arbitrate-harvard-art-museums: OK in 40s (66433 tok, $0.046) [done 88, failed 0]
[20:24:08] arbitrate-huggingface-inference: OK in 47s (75535 tok, $0.065) [done 89, failed 0]
[20:24:12] arbitrate-hipo-universities: OK in 52s (122689 tok, $0.107) [done 90, failed 0]
[20:24:30] arbitrate-hex-pm: OK in 87s (524449 tok, $0.270) [done 91, failed 0]
[20:24:30] arbitrate-graphhopper: OK in 130s (956433 tok, $0.464) [done 92, failed 0]
[20:24:30] arbitrate-infura: OK in 48s (102708 tok, $0.075) [done 93, failed 0]
[20:24:30] arbitrate-hypixel: OK in 65s (144005 tok, $0.140) [done 94, failed 0]
[20:25:09] arbitrate-ipqualityscore: OK in 39s (114552 tok, $0.085) [done 95, failed 0]
[20:25:15] arbitrate-ip-api: OK in 67s (142064 tok, $0.145) [done 96, failed 0]
[20:25:27] arbitrate-ipapi: OK in 75s (122710 tok, $0.096) [done 97, failed 0]
[20:25:30] arbitrate-lastfm: OK in 15s (63991 tok, $0.040) [done 98, failed 0]
[20:25:36] arbitrate-iqair-airvisual: OK in 65s (102921 tok, $0.083) [done 99, failed 0]
[20:25:39] arbitrate-launch-library-2: OK in 12s (30549 tok, $0.014) [done 100, failed 0]
[20:25:42] arbitrate-inaturalist: OK in 131s (394466 tok, $0.243) [done 101, failed 0]
[20:25:42] arbitrate-jina-ai: OK in 71s (292053 tok, $0.226) [done 102, failed 0]
[20:25:52] arbitrate-kaggle: OK in 43s (145465 tok, $0.120) [done 103, failed 0]
[20:25:52] arbitrate-launchdarkly: OK in 22s (71756 tok, $0.056) [done 104, failed 0]
[20:26:03] arbitrate-here: OK in 181s (911917 tok, $0.488) [done 105, failed 0]
[20:26:03] arbitrate-lemon-squeezy: OK in 27s (116009 tok, $0.120) [done 106, failed 0]
[20:26:13] arbitrate-jolpica-f1: parse failure (attempt 1): Expecting ',' delimiter: line 1 column 4115 (char 4114)
[20:26:33] arbitrate-lichess: OK in 54s (105465 tok, $0.117) [done 107, failed 0]
[20:26:33] arbitrate-listen-notes: OK in 51s (123485 tok, $0.096) [done 108, failed 0]
[20:26:48] arbitrate-loc-gov: OK in 56s (63009 tok, $0.039) [done 109, failed 0]
[20:27:05] arbitrate-mapquest: OK in 32s (104860 tok, $0.062) [done 110, failed 0]
[20:27:05] arbitrate-locationiq: OK in 73s (246232 tok, $0.172) [done 111, failed 0]
[20:27:13] arbitrate-mapbox: OK in 70s (162096 tok, $0.142) [done 112, failed 0]
[20:27:14] arbitrate-jolpica-f1: OK in 60s (112557 tok, $0.077) [done 113, failed 0]
[20:27:17] arbitrate-massive: OK in 29s (108374 tok, $0.092) [done 114, failed 0]
[20:27:23] arbitrate-mailchimp: OK in 80s (281426 tok, $0.273) [done 115, failed 0]
[20:27:31] arbitrate-mastodon: OK in 26s (64140 tok, $0.042) [done 116, failed 0]
[20:27:40] arbitrate-mediastack: OK in 27s (100343 tok, $0.062) [done 117, failed 0]
[20:27:43] arbitrate-met-museum: OK in 20s (62767 tok, $0.030) [done 118, failed 0]
[20:27:54] arbitrate-marvel-comics: OK in 81s (238834 tok, $0.219) [done 119, failed 0]
[20:28:00] arbitrate-mediawiki: OK in 46s (116578 tok, $0.141) [done 120, failed 0]
[20:28:00] arbitrate-memegen: OK in 43s (102485 tok, $0.110) [done 121, failed 0]
[20:28:06] arbitrate-mbta-v3: OK in 62s (144349 tok, $0.094) [done 122, failed 0]
[20:28:06] arbitrate-moralis: OK in 23s (103194 tok, $0.112) [done 123, failed 0]
[20:28:39] arbitrate-mlb-stats: OK in 59s (142649 tok, $0.103) [done 124, failed 0]
[20:28:45] arbitrate-meteoblue: OK in 74s (483996 tok, $0.298) [done 125, failed 0]
[20:28:55] arbitrate-musicbrainz: OK in 61s (91598 tok, $0.036) [done 126, failed 0]
[20:28:55] arbitrate-new-relic: OK in 49s (99650 tok, $0.111) [done 127, failed 0]
[20:28:55] arbitrate-nansen: OK in 56s (117143 tok, $0.110) [done 128, failed 0]
[20:28:58] arbitrate-lingua-robot: OK in 196s (528918 tok, $0.283) [done 129, failed 0]
[20:29:05] arbitrate-ncbi-eutils: OK in 58s (133947 tok, $0.120) [done 130, failed 0]
[20:29:27] arbitrate-newsdata-io: OK in 42s (65909 tok, $0.046) [done 131, failed 0]
[20:29:32] arbitrate-npi-registry: OK in 36s (62099 tok, $0.033) [done 132, failed 0]
[20:29:32] arbitrate-nasa-open-data: OK in 92s (428759 tok, $0.278) [done 133, failed 0]
[20:29:43] arbitrate-nominatim: OK in 47s (65623 tok, $0.042) [done 134, failed 0]
[20:29:49] arbitrate-newscatcher: OK in 69s (163566 tok, $0.129) [done 135, failed 0]
[20:29:58] arbitrate-nutritionix: OK in 60s (108029 tok, $0.124) [done 136, failed 0]
[20:30:02] arbitrate-open-library: OK in 19s (66731 tok, $0.046) [done 137, failed 0]
[20:30:08] arbitrate-nhl-edge: OK in 72s (250446 tok, $0.148) [done 138, failed 0]
[20:30:14] arbitrate-openaq: OK in 16s (62825 tok, $0.033) [done 139, failed 0]
[20:30:21] arbitrate-nyc-open-data: OK in 54s (213519 tok, $0.175) [done 140, failed 0]
[20:30:21] arbitrate-nytimes: OK in 49s (132963 tok, $0.096) [done 141, failed 0]
[20:30:34] arbitrate-open-brewery-db: OK in 62s (139210 tok, $0.120) [done 142, failed 0]
[20:30:36] arbitrate-openalex: OK in 47s (165880 tok, $0.118) [done 143, failed 0]
[20:30:36] arbitrate-openrouter: OK in 28s (108336 tok, $0.069) [done 144, failed 0]
[20:31:13] arbitrate-openweathermap: OK in 37s (66588 tok, $0.046) [done 145, failed 0]
[20:31:25] arbitrate-opentdb: OK in 64s (98227 tok, $0.049) [done 146, failed 0]
[20:31:25] arbitrate-opensky-network: OK in 64s (109904 tok, $0.128) [done 147, failed 0]
[20:31:49] arbitrate-paddle: OK in 24s (98981 tok, $0.066) [done 148, failed 0]
[20:31:51] arbitrate-osv-dev: OK in 39s (104111 tok, $0.108) [done 149, failed 0]
[20:31:59] arbitrate-openuv: OK in 84s (384003 tok, $0.213) [done 150, failed 0]
[20:32:01] arbitrate-perigon: OK in 10s (30188 tok, $0.012) [done 151, failed 0]
[20:32:24] arbitrate-perplexity: OK in 25s (118496 tok, $0.102) [done 152, failed 0]
[20:32:44] arbitrate-perspective-api: OK in 42s (141213 tok, $0.114) [done 153, failed 0]
[20:32:52] arbitrate-opentripplanner: OK in 138s (493467 tok, $0.281) [done 154, failed 0]
[20:32:58] arbitrate-phishtank: OK in 33s (98374 tok, $0.062) [done 155, failed 0]
[20:33:02] arbitrate-openrouteservice: OK in 167s (655129 tok, $0.378) [done 156, failed 0]
[20:33:06] arbitrate-pelias: OK in 77s (156305 tok, $0.121) [done 157, failed 0]
[20:33:17] arbitrate-podcast-index: OK in 33s (97197 tok, $0.067) [done 158, failed 0]
[20:33:17] arbitrate-opendota: OK in 195s (988666 tok, $0.453) [done 159, failed 0]
[20:33:31] arbitrate-pagerduty: OK in 126s (368666 tok, $0.284) [done 160, failed 0]
[20:33:31] arbitrate-polygon-io: OK in 39s (105313 tok, $0.080) [done 161, failed 0]
[20:33:39] arbitrate-positionstack: OK in 41s (64840 tok, $0.044) [done 162, failed 0]
[20:33:39] arbitrate-pusher: OK in 22s (30228 tok, $0.013) [done 163, failed 0]
[20:33:49] arbitrate-rcsb-pdb: OK in 18s (69240 tok, $0.052) [done 164, failed 0]
[20:33:51] arbitrate-pubchem: OK in 45s (102299 tok, $0.112) [done 165, failed 0]
[20:33:56] arbitrate-reddit: OK in 18s (75626 tok, $0.063) [done 166, failed 0]
[20:34:00] arbitrate-regulations-gov: OK in 21s (107130 tok, $0.062) [done 167, failed 0]
[20:34:12] arbitrate-razorpay: OK in 55s (109566 tok, $0.093) [done 168, failed 0]
[20:34:15] arbitrate-replicate: OK in 26s (113989 tok, $0.097) [done 169, failed 0]
[20:34:19] arbitrate-printful: OK in 78s (468044 tok, $0.240) [done 170, failed 0]
[20:34:33] arbitrate-rubygems: OK in 32s (117122 tok, $0.084) [done 171, failed 0]
[20:34:35] arbitrate-ron-swanson-quotes: OK in 39s (98182 tok, $0.057) [done 172, failed 0]
[20:34:48] arbitrate-recurly: OK in 77s (401738 tok, $0.214) [done 173, failed 0]
[20:34:49] arbitrate-riot-games: OK in 58s (117141 tok, $0.113) [done 174, failed 0]
[20:34:55] arbitrate-rxnorm: OK in 43s (100365 tok, $0.081) [done 175, failed 0]
[20:34:56] arbitrate-scrapingbee: OK in 36s (144904 tok, $0.122) [done 176, failed 0]
[20:34:57] arbitrate-sauce-labs: OK in 42s (107295 tok, $0.090) [done 177, failed 0]
[20:35:40] arbitrate-securitytrails: OK in 68s (185437 tok, $0.136) [done 178, failed 0]
[20:35:45] arbitrate-nvd-nist: OK in 401s (713302 tok, $0.415) [done 179, failed 0]
[20:35:45] arbitrate-semantic-scholar: OK in 70s (107643 tok, $0.187) [done 180, failed 0]
[20:35:59] arbitrate-simbad: OK in 62s (69503 tok, $0.053) [done 181, failed 0]
[20:35:59] arbitrate-sendgrid: OK in 71s (111787 tok, $0.096) [done 182, failed 0]
[20:36:15] arbitrate-snipcart: OK in 29s (62452 tok, $0.038) [done 183, failed 0]
[20:36:18] arbitrate-shopify: OK in 83s (116313 tok, $0.111) [done 184, failed 0]
[20:36:34] arbitrate-shodan: OK in 99s (246045 tok, $0.224) [done 185, failed 0]
[20:36:34] arbitrate-snyk: OK in 49s (105693 tok, $0.087) [done 186, failed 0]
[20:36:34] arbitrate-slack: OK in 54s (172795 tok, $0.169) [done 187, failed 0]
[20:36:34] arbitrate-shipengine: OK in 105s (205509 tok, $0.219) [done 188, failed 0]
[20:36:48] arbitrate-solar-system-opendata: OK in 49s (103191 tok, $0.062) [done 189, failed 0]
[20:37:02] arbitrate-sonarcloud: OK in 63s (113168 tok, $0.104) [done 190, failed 0]
[20:37:28] arbitrate-stripe: OK in 53s (64296 tok, $0.036) [done 191, failed 0]
[20:37:34] arbitrate-stream-chat: OK in 59s (112023 tok, $0.093) [done 192, failed 0]
[20:37:40] arbitrate-taxjar: OK in 52s (104468 tok, $0.114) [done 193, failed 0]
[20:37:41] arbitrate-spoonacular: OK in 86s (115772 tok, $0.097) [done 194, failed 0]
[20:37:50] arbitrate-stormglass: OK in 76s (173098 tok, $0.132) [done 195, failed 0]
[20:37:53] arbitrate-sportsdataio: OK in 95s (250277 tok, $0.252) [done 196, failed 0]
[20:37:53] arbitrate-telegram-bot: OK in 51s (123833 tok, $0.131) [done 197, failed 0]
[20:37:57] arbitrate-stytch: OK in 82s (153788 tok, $0.168) [done 198, failed 0]
[20:38:03] arbitrate-the-graph: OK in 30s (149155 tok, $0.151) [done 199, failed 0]
[20:38:14] arbitrate-tfl-unified: OK in 47s (183326 tok, $0.131) [done 200, failed 0]
[20:38:18] arbitrate-the-odds-api: OK in 39s (182206 tok, $0.124) [done 201, failed 0]
[20:38:25] arbitrate-tomtom: OK in 22s (68217 tok, $0.053) [done 202, failed 0]
[20:38:30] arbitrate-thecatapi: OK in 40s (134153 tok, $0.083) [done 203, failed 0]
[20:38:35] arbitrate-thispersondoesnotexist: OK in 42s (64980 tok, $0.040) [done 204, failed 0]
[20:38:46] arbitrate-themealdb: OK in 53s (101069 tok, $0.061) [done 205, failed 0]
[20:38:47] arbitrate-the-trivia-api: OK in 66s (137859 tok, $0.129) [done 206, failed 0]
[20:38:55] arbitrate-tmdb: OK in 58s (108749 tok, $0.088) [done 207, failed 0]
[20:39:02] arbitrate-tradier: OK in 44s (105516 tok, $0.073) [done 208, failed 0]
[20:39:14] arbitrate-trakt: OK in 49s (101910 tok, $0.059) [done 209, failed 0]
[20:39:37] arbitrate-transitland: OK in 67s (68901 tok, $0.058) [done 210, failed 0]
[20:39:41] arbitrate-travis-ci: OK in 66s (111138 tok, $0.082) [done 211, failed 0]
[20:39:42] arbitrate-tumblr: OK in 55s (112411 tok, $0.095) [done 212, failed 0]
[20:39:47] arbitrate-twilio: OK in 45s (109619 tok, $0.089) [done 213, failed 0]
[20:39:51] arbitrate-twelve-data: OK in 56s (72566 tok, $0.062) [done 214, failed 0]
[20:39:51] arbitrate-tvmaze: OK in 65s (72257 tok, $0.056) [done 215, failed 0]
[20:40:02] arbitrate-trackingmore: OK in 107s (318767 tok, $0.213) [done 216, failed 0]
[20:40:02] arbitrate-untappd: OK in 25s (72373 tok, $0.064) [done 217, failed 0]
[20:40:12] arbitrate-usaspending: OK in 31s (61511 tok, $0.027) [done 218, failed 0]
[20:40:12] arbitrate-udemy: OK in 58s (184390 tok, $0.136) [done 219, failed 0]
[20:40:31] arbitrate-usgs-water: OK in 50s (105587 tok, $0.108) [done 220, failed 0]
[20:40:43] arbitrate-voyage-ai: OK in 42s (65711 tok, $0.044) [done 221, failed 0]
[20:40:59] arbitrate-virustotal: OK in 72s (197393 tok, $0.140) [done 222, failed 0]
[20:41:01] arbitrate-weatherapi: OK in 59s (117243 tok, $0.098) [done 223, failed 0]
[20:41:07] arbitrate-weatherbit: OK in 55s (176543 tok, $0.178) [done 224, failed 0]
[20:41:09] arbitrate-wikidata: OK in 25s (114896 tok, $0.098) [done 225, failed 0]
[20:41:15] arbitrate-what3words: OK in 63s (120920 tok, $0.118) [done 226, failed 0]
[20:41:20] arbitrate-visual-crossing: OK in 89s (187325 tok, $0.221) [done 227, failed 0]
[20:41:31] arbitrate-wikimedia-rest: OK in 32s (115298 tok, $0.122) [done 228, failed 0]
[20:41:36] arbitrate-vonage: OK in 105s (257698 tok, $0.291) [done 229, failed 0]
[20:41:49] arbitrate-world-bank: OK in 34s (63293 tok, $0.040) [done 230, failed 0]
[20:41:51] arbitrate-world-weather-online: OK in 20s (30353 tok, $0.013) [done 231, failed 0]
[20:41:51] arbitrate-workos: OK in 42s (64412 tok, $0.043) [done 232, failed 0]
[20:41:51] arbitrate-world-news-api: OK in 31s (103139 tok, $0.076) [done 233, failed 0]
[20:41:51] arbitrate-wikipedia: OK in 50s (142853 tok, $0.109) [done 234, failed 0]
[20:42:08] arbitrate-wiktionary: OK in 61s (110943 tok, $0.084) [done 235, failed 0]
[20:42:33] arbitrate-xai: OK in 57s (105933 tok, $0.069) [done 236, failed 0]
[20:42:34] arbitrate-who-gho: OK in 123s (295749 tok, $0.221) [done 237, failed 0]
[20:42:43] arbitrate-zerobounce: OK in 51s (112885 tok, $0.109) [done 238, failed 0]
[20:42:57] arbitrate-yelp-fusion: OK in 68s (121877 tok, $0.118) [done 239, failed 0]
[20:43:02] arbitrate-zenrows: OK in 71s (183121 tok, $0.165) [done 240, failed 0]
[20:43:14] arbitrate-yomomma-api: OK in 83s (156119 tok, $0.117) [done 241, failed 0]
[20:43:14] fleet done: ok=241 failed=0 skipped=125 tokens=44337991 cost=$32.13
[round 2] purged 171 punts
[20:43:14] fleet start: 366 jobs, concurrency 8
[20:43:41] arbitrate-advice-slip: OK in 27s (29834 tok, $0.014) [done 1, failed 0]
[20:43:59] arbitrate-alpaca: OK in 45s (111785 tok, $0.092) [done 2, failed 0]
[20:44:02] arbitrate-abstract-email: OK in 48s (158263 tok, $0.106) [done 3, failed 0]
[20:44:02] arbitrate-alchemy: OK in 48s (112845 tok, $0.096) [done 4, failed 0]
[20:44:12] arbitrate-airnow: OK in 59s (185867 tok, $0.121) [done 5, failed 0]
[20:44:15] arbitrate-amtrak-statusmaps: OK in 62s (167614 tok, $0.146) [done 6, failed 0]
[20:44:15] arbitrate-anilist: OK in 35s (100394 tok, $0.069) [done 7, failed 0]
[20:44:27] arbitrate-amazon-bedrock: OK in 74s (203266 tok, $0.257) [done 8, failed 0]
[20:44:29] arbitrate-api-ninjas-exercises: OK in 27s (30656 tok, $0.015) [done 9, failed 0]
[20:44:33] arbitrate-arxiv-api: OK in 31s (30487 tok, $0.014) [done 10, failed 0]
[20:44:33] arbitrate-17track: OK in 79s (300591 tok, $0.203) [done 11, failed 0]
[20:44:43] arbitrate-aviationstack: OK in 31s (105012 tok, $0.064) [done 12, failed 0]
[20:44:45] arbitrate-azure-openai: OK in 30s (78582 tok, $0.074) [done 13, failed 0]
[20:44:49] arbitrate-anthropic: OK in 51s (164929 tok, $0.151) [done 14, failed 0]
[20:45:07] arbitrate-bitbucket: OK in 34s (120772 tok, $0.116) [done 15, failed 0]
[20:45:07] arbitrate-binance: OK in 34s (103766 tok, $0.078) [done 16, failed 0]
[20:45:17] arbitrate-aws-rekognition: OK in 61s (127104 tok, $0.106) [done 17, failed 0]
[20:45:17] arbitrate-bls: OK in 31s (69572 tok, $0.052) [done 18, failed 0]
[20:45:28] arbitrate-bluesky: OK in 39s (102805 tok, $0.075) [done 19, failed 0]
[20:45:28] arbitrate-balldontlie: OK in 61s (184414 tok, $0.135) [done 20, failed 0]
[20:45:32] arbitrate-bored-api: OK in 25s (61904 tok, $0.037) [done 21, failed 0]
[20:45:47] arbitrate-blockchair: OK in 64s (263419 tok, $0.174) [done 22, failed 0]
[20:45:49] arbitrate-bigcommerce: OK in 80s (185615 tok, $0.178) [done 23, failed 0]
[20:45:49] arbitrate-brave-search: OK in 42s (122376 tok, $0.114) [done 24, failed 0]
[20:46:22] arbitrate-census-bureau: OK in 65s (154550 tok, $0.140) [done 25, failed 0]
[20:46:34] arbitrate-cheapshark: OK in 65s (95830 tok, $0.057) [done 26, failed 0]
[20:46:34] arbitrate-circleci: OK in 66s (96304 tok, $0.100) [done 27, failed 0]
[20:46:55] arbitrate-covalent: OK in 33s (145153 tok, $0.122) [done 28, failed 0]
[20:47:11] arbitrate-crossref: OK in 38s (111581 tok, $0.093) [done 29, failed 0]
[20:47:15] arbitrate-clerk: OK in 86s (356355 tok, $0.199) [done 30, failed 0]
[20:47:21] arbitrate-dailymed: OK in 47s (108031 tok, $0.080) [done 31, failed 0]
[20:47:31] arbitrate-companies-house: OK in 102s (324989 tok, $0.265) [done 32, failed 0]
[20:47:34] arbitrate-datadog: OK in 39s (128754 tok, $0.133) [done 33, failed 0]
[20:47:50] arbitrate-deepgram: OK in 39s (109259 tok, $0.093) [done 34, failed 0]
[20:47:50] arbitrate-discourse: OK in 35s (65960 tok, $0.039) [done 35, failed 0]
[20:48:24] arbitrate-clarifai: OK in 157s (651565 tok, $0.433) [done 36, failed 0]
[20:48:24] arbitrate-ergast-f1: OK in 34s (65339 tok, $0.043) [done 37, failed 0]
[20:48:30] arbitrate-elevenlabs: OK in 58s (68478 tok, $0.051) [done 38, failed 0]
[20:48:30] arbitrate-eodhd: OK in 40s (74415 tok, $0.063) [done 39, failed 0]
[20:48:44] arbitrate-ensembl: OK in 70s (131215 tok, $0.074) [done 40, failed 0]
[20:48:53] arbitrate-etherscan: OK in 29s (67671 tok, $0.049) [done 41, failed 0]
[20:48:57] arbitrate-eurostat: OK in 32s (62458 tok, $0.030) [done 42, failed 0]
[20:48:57] arbitrate-ebay: OK in 96s (297393 tok, $0.234) [done 43, failed 0]
[20:49:15] arbitrate-fatsecret: OK in 31s (109132 tok, $0.099) [done 44, failed 0]
[20:49:20] arbitrate-claimbuster: OK in 228s (874648 tok, $0.468) [done 45, failed 0]
[20:49:27] arbitrate-firecrawl: OK in 31s (104046 tok, $0.071) [done 46, failed 0]
