[round 1] purged=0 queued=68
[16:51:56] fleet start: 68 jobs, concurrency 4
[17:00:02] adjudicate-cloudflare-workers-ai: OK in 13s (31240 tok, $0.015) [done 32, failed 0]
[17:00:21] adjudicate-clarifai: OK in 53s (243372 tok, $0.223) [done 33, failed 0]
[17:00:42] adjudicate-codecov: OK in 40s (140383 tok, $0.128) [done 34, failed 0]
[17:00:52] adjudicate-claimbuster: OK in 116s (272258 tok, $0.216) [done 35, failed 0]
[17:01:01] adjudicate-cohere: OK in 39s (69746 tok, $0.088) [done 36, failed 0]
[17:01:18] adjudicate-covalent: OK in 17s (31182 tok, $0.016) [done 37, failed 0]
[17:02:24] adjudicate-crates-io: OK in 66s (148684 tok, $0.128) [done 38, failed 0]
[17:02:46] adjudicate-coinbase-commerce: OK in 124s (412008 tok, $0.240) [done 39, failed 0]
[17:02:48] adjudicate-crawlbase: OK in 24s (83056 tok, $0.080) [done 40, failed 0]
[17:03:35] adjudicate-crossref: OK in 49s (264539 tok, $0.182) [done 41, failed 0]
[17:03:41] adjudicate-cve-program: OK in 53s (144271 tok, $0.162) [done 42, failed 0]
[17:03:50] adjudicate-data-gov-uk: OK in 15s (31216 tok, $0.045) [done 43, failed 0]
[17:03:54] adjudicate-data-gov: OK in 13s (30856 tok, $0.059) [done 44, failed 0]
[17:04:10] adjudicate-data-world: OK in 20s (30674 tok, $0.044) [done 45, failed 0]
[17:04:40] adjudicate-deepl: OK in 46s (176212 tok, $0.192) [done 46, failed 0]
[17:05:11] adjudicate-discord: OK in 31s (112143 tok, $0.079) [done 47, failed 0]
[17:05:20] adjudicate-defillama: OK in 70s (176792 tok, $0.097) [done 48, failed 0]
[17:05:44] adjudicate-clinicaltrials-gov: OK in 364s (2133702 tok, $1.090) [done 49, failed 0]
[17:05:50] adjudicate-etherscan: OK in 39s (165091 tok, $0.148) [done 50, failed 0]
[17:06:23] adjudicate-ipapi: OK in 32s (73707 tok, $0.071) [done 51, failed 0]
[17:06:28] adjudicate-contextualweb-news: OK in 336s (1060445 tok, $0.594) [done 52, failed 0]
[17:06:36] adjudicate-fixer: OK in 76s (428415 tok, $0.245) [done 53, failed 0]
[17:06:44] adjudicate-jokeapi: OK in 17s (30566 tok, $0.013) [done 54, failed 0]
[17:06:50] adjudicate-ipinfo: OK in 27s (76315 tok, $0.067) [done 55, failed 0]
[17:06:55] adjudicate-mailgun: OK in 19s (31264 tok, $0.062) [done 56, failed 0]
[17:07:05] adjudicate-newsdata-io: OK in 20s (30939 tok, $0.015) [done 57, failed 0]
[17:07:11] adjudicate-opencage: OK in 21s (30641 tok, $0.013) [done 58, failed 0]
[17:07:23] adjudicate-oxford-dictionaries: OK in 27s (30698 tok, $0.043) [done 59, failed 0]
[17:07:30] adjudicate-here: OK in 106s (624159 tok, $0.458) [done 60, failed 0]
