[19:24:14] fleet start: 366 jobs, concurrency 8
[19:43:55] arbitrate-infura: OK in 62s (102922 tok, $0.085) [done 149, failed 0]
[19:43:55] arbitrate-ip2location: OK in 41s (71008 tok, $0.093) [done 150, failed 0]
[19:44:00] arbitrate-ip-api: OK in 61s (139347 tok, $0.088) [done 151, failed 0]
[19:44:04] arbitrate-ipapi: OK in 50s (120982 tok, $0.097) [done 152, failed 0]
[19:44:14] arbitrate-ipgeolocation-io: OK in 19s (30452 tok, $0.013) [done 153, failed 0]
[19:44:14] arbitrate-interactive-brokers: OK in 75s (128652 tok, $0.141) [done 154, failed 0]
[19:44:14] arbitrate-ipinfo: OK in 19s (30601 tok, $0.014) [done 155, failed 0]
[19:44:14] arbitrate-invoice-ninja: OK in 76s (119416 tok, $0.111) [done 156, failed 0]
[19:44:32] arbitrate-ipqualityscore: OK in 32s (115470 tok, $0.086) [done 157, failed 0]
[19:44:48] arbitrate-iqair-airvisual: OK in 43s (131321 tok, $0.085) [done 158, failed 0]
[19:44:56] arbitrate-jolpica-f1: OK in 42s (111228 tok, $0.079) [done 159, failed 0]
[19:45:03] arbitrate-here: OK in 191s (642502 tok, $0.382) [done 160, failed 0]
[19:45:09] arbitrate-inaturalist: OK in 151s (466703 tok, $0.271) [done 161, failed 0]
[19:45:18] arbitrate-kraken: OK in 46s (112995 tok, $0.078) [done 162, failed 0]
[19:45:18] arbitrate-kaggle: OK in 64s (231013 tok, $0.159) [done 163, failed 0]
[19:45:24] arbitrate-lastfm: OK in 37s (102785 tok, $0.070) [done 164, failed 0]
[19:45:34] arbitrate-launchdarkly: OK in 30s (70889 tok, $0.054) [done 165, failed 0]
[19:45:45] arbitrate-kitsu: OK in 91s (286132 tok, $0.235) [done 166, failed 0]
[19:45:50] arbitrate-jina-ai: OK in 96s (272683 tok, $0.205) [done 167, failed 0]
[19:46:03] arbitrate-linkedin: OK in 39s (30345 tok, $0.013) [done 168, failed 0]
[19:46:08] arbitrate-lemon-squeezy: OK in 59s (114619 tok, $0.090) [done 169, failed 0]
[19:46:13] arbitrate-lichess: OK in 55s (97322 tok, $0.065) [done 170, failed 0]
[19:46:13] arbitrate-loc-gov: OK in 28s (64884 tok, $0.043) [done 171, failed 0]
[19:46:19] arbitrate-listen-notes: OK in 46s (120918 tok, $0.094) [done 172, failed 0]
[19:46:34] arbitrate-locationiq: OK in 45s (230393 tok, $0.217) [done 173, failed 0]
[19:46:41] arbitrate-mapquest: OK in 28s (96677 tok, $0.053) [done 174, failed 0]
[19:46:45] arbitrate-mailchimp: OK in 42s (282782 tok, $0.184) [done 175, failed 0]
[19:46:49] arbitrate-mailgun: OK in 41s (68185 tok, $0.053) [done 176, failed 0]
[19:46:49] arbitrate-marinetraffic: OK in 30s (109993 tok, $0.094) [done 177, failed 0]
[19:46:50] arbitrate-launch-library-2: parse failure (attempt 1): Expecting ',' delimiter: line 1357 column 1 (char 4121)
[19:46:53] arbitrate-mapbox: OK in 41s (121193 tok, $0.118) [done 178, failed 0]
[19:46:53] arbitrate-marketaux: OK in 19s (75251 tok, $0.063) [done 179, failed 0]
[19:47:24] arbitrate-massive: OK in 39s (112015 tok, $0.094) [done 180, failed 0]
[19:47:30] arbitrate-matrix: OK in 41s (30218 tok, $0.013) [done 181, failed 0]
[19:47:38] arbitrate-mastodon: OK in 48s (64357 tok, $0.043) [done 182, failed 0]
[19:47:46] arbitrate-marvel-comics: OK in 66s (275505 tok, $0.215) [done 183, failed 0]
[19:47:46] arbitrate-mediastack: OK in 23s (100602 tok, $0.062) [done 184, failed 0]
[19:47:51] arbitrate-lingua-robot: OK in 153s (174802 tok, $0.122) [done 185, failed 0]
[19:47:55] arbitrate-mbta-v3: OK in 62s (98808 tok, $0.059) [done 186, failed 0]
[19:48:01] arbitrate-launch-library-2: OK in 71s (149973 tok, $0.113) [done 187, failed 0]
[19:48:08] arbitrate-mediawiki: OK in 38s (148137 tok, $0.105) [done 188, failed 0]
[19:48:08] arbitrate-merriam-webster: OK in 22s (30488 tok, $0.014) [done 189, failed 0]
[19:48:08] arbitrate-maxmind-geoip: OK in 75s (173195 tok, $0.126) [done 190, failed 0]
[19:48:15] arbitrate-medlineplus-connect: OK in 38s (112350 tok, $0.084) [done 191, failed 0]
[19:48:18] arbitrate-memegen: OK in 32s (105845 tok, $0.094) [done 192, failed 0]
[19:48:25] arbitrate-met-museum: OK in 30s (62852 tok, $0.031) [done 193, failed 0]
[19:48:35] arbitrate-mta-bustime: OK in 10s (30468 tok, $0.013) [done 194, failed 0]
[19:48:40] arbitrate-meteostat: OK in 32s (98178 tok, $0.075) [done 195, failed 0]
[19:48:46] arbitrate-moralis: OK in 31s (97889 tok, $0.068) [done 196, failed 0]
[19:48:53] arbitrate-messari: OK in 62s (168613 tok, $0.159) [done 197, failed 0]
[19:48:56] arbitrate-musicbrainz: OK in 20s (62067 tok, $0.065) [done 198, failed 0]
[19:49:06] arbitrate-mozilla-observatory: OK in 48s (107635 tok, $0.086) [done 199, failed 0]
[19:49:11] arbitrate-mojang: OK in 62s (30061 tok, $0.012) [done 200, failed 0]
[19:49:22] arbitrate-meteoblue: OK in 81s (627776 tok, $0.339) [done 201, failed 0]
[19:49:25] arbitrate-mlb-stats: OK in 77s (219181 tok, $0.168) [done 202, failed 0]
[19:49:33] arbitrate-nasa-ads: OK in 47s (280945 tok, $0.190) [done 203, failed 0]
[19:49:33] arbitrate-nansen: OK in 54s (165815 tok, $0.171) [done 204, failed 0]
[19:49:48] arbitrate-new-relic: OK in 38s (102967 tok, $0.162) [done 205, failed 0]
[19:49:55] arbitrate-ncbi-eutils: OK in 50s (136648 tok, $0.123) [done 206, failed 0]
[19:50:00] arbitrate-nasa-open-data: OK in 67s (447182 tok, $0.289) [done 207, failed 0]
[19:50:00] arbitrate-newsdata-io: OK in 34s (103707 tok, $0.080) [done 208, failed 0]
[19:50:19] arbitrate-noaa-cdo: OK in 45s (74403 tok, $0.071) [done 209, failed 0]
[19:50:19] arbitrate-newscatcher: OK in 57s (159410 tok, $0.113) [done 210, failed 0]
[19:50:31] arbitrate-nhl-edge: OK in 58s (138045 tok, $0.074) [done 211, failed 0]
[19:50:46] arbitrate-nominatim: OK in 51s (63936 tok, $0.074) [done 212, failed 0]
[19:50:46] arbitrate-noaa-ncei: OK in 58s (169128 tok, $0.112) [done 213, failed 0]
[19:50:56] arbitrate-npi-registry: OK in 56s (62153 tok, $0.034) [done 214, failed 0]
[19:51:15] arbitrate-okta: OK in 28s (30255 tok, $0.013) [done 215, failed 0]
[19:51:32] arbitrate-open-brewery-db: OK in 37s (99851 tok, $0.050) [done 216, failed 0]
[19:51:32] arbitrate-open-food-facts: OK in 18s (65986 tok, $0.045) [done 217, failed 0]
[19:51:39] arbitrate-nytimes: OK in 53s (132202 tok, $0.088) [done 218, failed 0]
[19:51:43] arbitrate-nyc-open-data: OK in 72s (157810 tok, $0.156) [done 219, failed 0]
[19:51:48] arbitrate-nasdaq-data-link: OK in 172s (946112 tok, $0.562) [done 220, failed 0]
[19:51:58] arbitrate-open-library: OK in 25s (65539 tok, $0.075) [done 221, failed 0]
[19:52:01] arbitrate-openaq: OK in 17s (65005 tok, $0.043) [done 222, failed 0]
[19:52:01] arbitrate-open-textbook-library: OK in 28s (62601 tok, $0.035) [done 223, failed 0]
[19:52:07] arbitrate-nutritionix: OK in 108s (335432 tok, $0.292) [done 224, failed 0]
[19:52:11] arbitrate-opencage: OK in 23s (76334 tok, $0.062) [done 225, failed 0]
[19:52:18] arbitrate-openalex: OK in 39s (117345 tok, $0.098) [done 226, failed 0]
[19:52:27] arbitrate-openfda: OK in 27s (94133 tok, $0.042) [done 227, failed 0]
[19:52:27] arbitrate-openrouter: OK in 27s (67603 tok, $0.048) [done 228, failed 0]
[19:52:35] arbitrate-nvd-nist: OK in 136s (296615 tok, $0.235) [done 229, failed 0]
[19:52:38] arbitrate-opensky-network: OK in 27s (115949 tok, $0.090) [done 230, failed 0]
[19:53:05] arbitrate-opentdb: OK in 47s (98626 tok, $0.057) [done 231, failed 0]
[19:53:34] arbitrate-openweathermap: OK in 59s (123156 tok, $0.117) [done 232, failed 0]
[19:53:40] arbitrate-openuv: OK in 72s (177998 tok, $0.131) [done 233, failed 0]
[19:53:40] arbitrate-overpass: OK in 35s (124639 tok, $0.117) [done 234, failed 0]
[19:53:42] arbitrate-osv-dev: OK in 64s (153734 tok, $0.103) [done 235, failed 0]
[19:54:02] arbitrate-paddle: OK in 28s (100326 tok, $0.065) [done 236, failed 0]
[19:54:14] arbitrate-perigon: OK in 31s (103575 tok, $0.087) [done 237, failed 0]
[19:54:21] arbitrate-opentripplanner: OK in 114s (342657 tok, $0.224) [done 238, failed 0]
[19:54:30] arbitrate-perplexity: OK in 28s (124802 tok, $0.103) [done 239, failed 0]
[19:54:36] arbitrate-pelias: OK in 56s (111760 tok, $0.089) [done 240, failed 0]
[19:54:54] arbitrate-opendota: OK in 176s (881918 tok, $0.399) [done 241, failed 0]
[19:54:54] arbitrate-phishtank: OK in 33s (98231 tok, $0.056) [done 242, failed 0]
[19:55:03] arbitrate-plaid: OK in 28s (69694 tok, $0.057) [done 243, failed 0]
[19:55:06] arbitrate-perspective-api: OK in 53s (102087 tok, $0.092) [done 244, failed 0]
[19:55:35] arbitrate-positionstack: OK in 32s (63955 tok, $0.068) [done 245, failed 0]
[19:55:45] arbitrate-polygon-io: OK in 50s (110269 tok, $0.093) [done 246, failed 0]
[19:55:45] arbitrate-pirate-weather: OK in 75s (240517 tok, $0.196) [done 247, failed 0]
[19:55:46] arbitrate-openrouteservice: OK in 219s (1208823 tok, $0.597) [done 248, failed 0]
[19:55:49] arbitrate-podcast-index: OK in 55s (202806 tok, $0.140) [done 249, failed 0]
[19:55:55] arbitrate-postmark: OK in 49s (245311 tok, $0.235) [done 250, failed 0]
[19:55:55] arbitrate-numbers-api: OK in 356s (609533 tok, $0.372) [done 251, failed 0]
[19:56:13] arbitrate-rawg: OK in 17s (30126 tok, $0.012) [done 252, failed 0]
[19:56:23] arbitrate-printful: OK in 48s (221543 tok, $0.211) [done 253, failed 0]
[19:56:23] arbitrate-pusher: OK in 38s (69653 tok, $0.057) [done 254, failed 0]
[19:56:32] arbitrate-pypi: OK in 46s (163880 tok, $0.128) [done 255, failed 0]
[19:56:32] arbitrate-pubchem: OK in 47s (99331 tok, $0.061) [done 256, failed 0]
[19:56:49] arbitrate-pagerduty: OK in 189s (741447 tok, $0.450) [done 257, failed 0]
[19:56:54] arbitrate-radar: OK in 59s (264987 tok, $0.216) [done 258, failed 0]
[19:57:01] arbitrate-rcsb-pdb: OK in 38s (70648 tok, $0.055) [done 259, failed 0]
[19:57:16] arbitrate-regulations-gov: OK in 44s (106716 tok, $0.062) [done 260, failed 0]
[19:57:20] arbitrate-reddit: OK in 48s (172463 tok, $0.111) [done 261, failed 0]
[19:57:20] arbitrate-recurly: OK in 57s (167832 tok, $0.129) [done 262, failed 0]
[19:57:23] arbitrate-replicate: OK in 35s (112331 tok, $0.098) [done 263, failed 0]
[19:57:26] arbitrate-razorpay: OK in 73s (106544 tok, $0.091) [done 264, failed 0]
[19:57:43] arbitrate-resend: OK in 49s (98187 tok, $0.051) [done 265, failed 0]
[19:57:44] arbitrate-quotable: OK in 115s (169508 tok, $0.138) [done 266, failed 0]
[19:58:01] arbitrate-ron-swanson-quotes: OK in 45s (63790 tok, $0.037) [done 267, failed 0]
[19:58:02] arbitrate-riot-games: OK in 61s (113395 tok, $0.100) [done 268, failed 0]
[19:58:04] arbitrate-rubygems: OK in 44s (117945 tok, $0.078) [done 269, failed 0]
[19:58:04] arbitrate-scrapingbee: OK in 38s (136436 tok, $0.115) [done 270, failed 0]
[19:58:12] arbitrate-rxnorm: OK in 52s (104337 tok, $0.083) [done 271, failed 0]
[19:58:19] arbitrate-securitytrails: OK in 35s (143623 tok, $0.097) [done 272, failed 0]
[19:58:19] arbitrate-sauce-labs: OK in 55s (104654 tok, $0.126) [done 273, failed 0]
[19:58:23] arbitrate-semantic-scholar: OK in 39s (185040 tok, $0.149) [done 274, failed 0]
[19:58:35] arbitrate-sendgrid: OK in 34s (109956 tok, $0.115) [done 275, failed 0]
[19:58:53] arbitrate-shippo: OK in 49s (151356 tok, $0.131) [done 276, failed 0]
[19:59:01] arbitrate-simbad: OK in 42s (68376 tok, $0.050) [done 277, failed 0]
[19:59:06] arbitrate-snipcart: OK in 30s (63314 tok, $0.040) [done 278, failed 0]
[19:59:10] arbitrate-shodan: OK in 65s (237070 tok, $0.216) [done 279, failed 0]
[19:59:15] arbitrate-smithsonian: OK in 52s (138780 tok, $0.092) [done 280, failed 0]
[19:59:27] arbitrate-socrata: OK in 26s (30233 tok, $0.013) [done 281, failed 0]
[19:59:28] arbitrate-snyk: OK in 35s (105508 tok, $0.080) [done 282, failed 0]
[19:59:28] arbitrate-shopify: OK in 76s (122310 tok, $0.105) [done 283, failed 0]
[19:59:30] arbitrate-shipengine: OK in 88s (245956 tok, $0.215) [done 284, failed 0]
[19:59:38] arbitrate-slack: OK in 79s (170633 tok, $0.176) [done 285, failed 0]
[20:00:05] arbitrate-sportmonks: OK in 35s (30282 tok, $0.013) [done 286, failed 0]
[20:00:05] arbitrate-solar-system-opendata: OK in 60s (103410 tok, $0.063) [done 287, failed 0]
[20:00:22] arbitrate-spotify: OK in 16s (30291 tok, $0.013) [done 288, failed 0]
[20:00:23] arbitrate-sonarcloud: OK in 73s (112721 tok, $0.104) [done 289, failed 0]
[20:00:27] arbitrate-spoonacular: OK in 59s (111095 tok, $0.086) [done 290, failed 0]
